img,rank,rating,numReviews,cost,name,type,address,business_id,categories
["www.Alberici's Delicatezza.com", '66', '4.5', '3', '21.5', "Alberici's Delicatezza", '135 S Main St', ' Ste A', 'rnu3iUdqqNwcQS5uSeZFTQ', 'Delis; Italian; Restaurants']
['www.Weera Thai.com', '55', '4.5', '900', '28.2', 'Weera Thai', '3839 W Sahara Ave', ' Ste 7-9', 'FNe5PPA9pyj8FjcDefCBpg', 'Food; Bars; Noodles; Beer Bar; Thai; Nightlife; Food Delivery Services; Laotian; Restaurants; Wine Bars; Beer; Wine & Spirits; Vegetarian']
['www.Taco Del Mar.com', '41', '2.0', '4', '29.3', 'Taco Del Mar', '420 2 St SW', ' Suite 203', 'y7r-qJ6MduKmppjWakXjNw', 'Food; Mexican; Restaurants']
['www.Linger Longer Lounge.com', '36', '4.0', '144', '22.5', 'Linger Longer Lounge', '6522 N 16th St', ' Ste 6', 'PfSW2cTJyx2-q6T39sevow', 'Lounges; American (New); Bars; Cocktail Bars; Nightlife; Restaurants']
['www.Deli Planet.com', '76', '3.0', '18', '22.2', 'Deli Planet', '895 Rue de la Gauchetiere O', ' # 54', 'xvTE4OJP5Yr_o-h3MTViuw', 'Restaurants; Sandwiches; American (Traditional); Delis']
['www.Surya Cafe.com', '79', '4.5', '22', '20.3', 'Surya Cafe', '5500 E Cheryl Pkwy', ' Ste 101B', 'rRQD9lftZQkhWd6TVRwKwA', 'Vegan; Vegetarian; Food; Restaurants; Breakfast & Brunch; Coffee & Tea']
['www.Chatime Vaughan.com', '82', '4.0', '69', '16.7', 'Chatime Vaughan', '3175 Rutherford Road', ' Unit 31', 'nQe4TPwn3iGiWlRWqguhwg', 'Restaurants; Coffee & Tea; Desserts; Chinese; Taiwanese; Food']
['www.Thai Recipe Bistro.com', '55', '5.0', '10', '16.8', 'Thai Recipe Bistro', '2234 N 7th St', ' Ste 105', 'BVnnBn3oxVc2FKCU2tqUAg', 'Restaurants; Thai']
['www.Blue Wasabi Sushi & Martini Bar.com', '91', '3.5', '13', '10.0', 'Blue Wasabi Sushi & Martini Bar', '20715 N. Pima Road', ' Market Street at DC Ranch', 'Awm9xctpNl-XrI4eN0mt6A', 'Japanese; Sushi Bars; Restaurants']
['www.Perche.com', '57', '4.0', '19', '30.0', 'Perche', '153 Rue Saint-Amable', ' 4e etage', '8cV0JQ4iNx8WdkwznhMc2g', 'Restaurants; Seafood; Nightlife; Cocktail Bars; Bars']
['www.Burger King.com', '2', '2.0', '18', '22.4', 'Burger King', '4200 N Washington Blvd', ' Bldg 429', '9C2sU7YvSr3omPWpoCEetQ', 'Food; Fast Food; Restaurants; Sandwiches; Burgers']
['www.Big Grove Tavern.com', '57', '3.5', '334', '28.4', 'Big Grove Tavern', '1 E Main St', ' Ste 101', 'dn9lwYUxmhs_mLKPu7L25Q', 'Gastropubs; Cocktail Bars; Breakfast & Brunch; Pubs; Restaurants; Bars; American (New); Nightlife']
["www.Vincent's.com", '43', '3.5', '87', '17.8', "Vincent's", '4905 E Ray Rd', ' Ste 104', 'pEFO_hU3DNA61XnIpVGkJQ', 'Sandwiches; Restaurants; Seafood; Italian; Pizza']
["www.Rubio's.com", '33', '3.5', '56', '10.5', "Rubio's", '7407 W Bell Rd', ' Ste 1', '9HvMGpZL20cs8YuNfdYBmw', 'Event Planning & Services; Mexican; Seafood; Fast Food; Restaurants; Salad; Caterers']
['www.Pho Pad Thai.com', '25', '3.5', '64', '27.2', 'Pho Pad Thai', '20 Apple Creek Boulevard', ' Unit 2', '5CdMd2cmONeVqkWx_DNfAA', 'Thai; Vietnamese; Restaurants']
['www.Thai Cafe.com', '53', '3.5', '77', '26.3', 'Thai Cafe', '3450 W Chandler Blvd', ' Ste 9', 'GwptTXKGL5QGwDlSMN82ZQ', 'Restaurants; Thai']
['www.Teriyaki Madness.com', '18', '3.5', '147', '22.6', 'Teriyaki Madness', '43 S Stephanie St', ' Ste 160', '-VYYKJBVTX1BtaJU4eFJ8A', 'Asian Fusion; Hawaiian; Japanese; Restaurants']
['www.Lucky Strike Phoenix.com', '10', '3.5', '238', '22.3', 'Lucky Strike Phoenix', '50 W Jefferson St', ' Ste 240', '2iLeiQ4OCJVwfodR9egMag', 'Nightlife; American (New); Active Life; Lounges; Sports Bars; Bowling; Restaurants; Bars']
['www.Charleys Grilled Subs.com', '75', '4.0', '7', '11.4', 'Charleys Grilled Subs', '9617 Metro Pkwy W', ' Ste MM06', 'w3-INmhtrrRQUTsNUshyDw', 'Restaurants; Sandwiches']
['www.Paid In Full.com', '67', '4.5', '142', '17.0', 'Paid In Full', '7225 S Durango Dr', ' Ste 105', '_eDVVS8wwXcdllaW6nfLyg', 'Korean; Food; Tapas/Small Plates; Street Vendors; Japanese; Restaurants']
['www.Spice 7.com', '40', '4.5', '12', '29.1', 'Spice 7', '500 Royal Oak Drive NW', ' Suite 120', 'eUpav2QqCcLXZt9hKSBiuw', 'Pakistani; Halal; Restaurants; Indian']
['www.Chill.com', '67', '4.5', '52', '21.4', 'Chill', '3141 S McClintock Dr', ' Ste 10', 'bqMEml5HIFSMo4CPfjlG0A', 'Restaurants; Ice Cream & Frozen Yogurt; Desserts; Food; Vegan']
['www.Kabana.com', '50', '2.5', '12', '18.5', 'Kabana', '3435 Eglinton Avenue W', ' Unit 4', 'TlWXWTycakYiPeRc4d3yTQ', 'Indian; Pakistani; Restaurants']
['www.South Street Burger.com', '7', '2.5', '6', '20.6', 'South Street Burger', '5025 Yonge Street', ' Unit 3', 'TP7M7iU9yNVn9uvTe6ml_Q', 'Burgers; Restaurants']
['www.Chez Vous.com', '34', '4.0', '295', '23.1', 'Chez Vous', '8787 N Scottsdale Rd', ' Ste 228', 'm9aFZk1f8tSv248YErbpQA', 'Food; French; Restaurants; Desserts; American (New); Creperies; Breakfast & Brunch']
['www.Subway.com', '99', '4.0', '3', '10.2', 'Subway', '2013 Lawrence Avenue W', ' Unit 2', '5TaPg1Pakpaesn6RtKP5FQ', 'Sandwiches; Restaurants; Fast Food']
['www.Fatburger.com', '48', '3.0', '23', '15.3', 'Fatburger', '2815 W Peoria Ave', ' Space A-108', 'SZxNQQiFzvS9qgodVWNcog', 'Fast Food; American (Traditional); Restaurants; Burgers']
["www.Nathan's Famous.com", '76', '2.5', '11', '21.3', "Nathan's Famous", '3950 S Las Vegas Boulevard', ' Mandalay Bay', 'hzdESAd29XmdQhTyuj1gJA', 'Restaurants; Hot Dogs']
['www.Chiamaka Food.com', '54', '3.5', '6', '21.3', 'Chiamaka Food', '5006 S Maryland Pkwy', ' Ste 11', '-Jo0rJr2mZxBVgaJqDs-TQ', 'African; South African; Restaurants']
['www.Woodstone Eatery.com', '43', '3.5', '94', '29.2', 'Woodstone Eatery', '10 Apple Creek Boulevard', ' Unit B1', 'Hm2YntlJzqP4reNZRlkCEA', 'Asian Fusion; Restaurants; Breakfast & Brunch; Chinese; Hong Kong Style Cafe']
['www.JUICE BOX.com', '39', '3.5', '29', '12.5', 'JUICE BOX', '3100 N Davidson St', ' Ste 101', 'gDkqz7xpV4v45vp-tuOqKQ', 'Food; Specialty Food; Vegetarian; Juice Bars & Smoothies; Fruits & Veggies; Restaurants']
['www.Firenza Pizza.com', '85', '3.5', '64', '23.1', 'Firenza Pizza', '9821 Northlake Centre Pkwy', ' Ste L', 'AgHiM1XP3gLyM6-rZ2zxjA', 'Chicken Wings; Pizza; Salad; Restaurants']
['www.Starbucks.com', '90', '2.5', '19', '23.2', 'Starbucks', '5000 Arizona Mills Circle', ' Suite #391', 'YalmY--dRI7hWdKutyyrlA', 'Food; Coffee & Tea; Restaurants']
["www.Papa Chevo's Taco Shop.com", '55', '3.0', '44', '23.2', "Papa Chevo's Taco Shop", '4902 S Val Vista Dr', ' Ste 105', '7D7rEiSc4fWwUZC9q086Ww', 'Mexican; Restaurants']
['www.Pizza Studio.com', '12', '4.0', '174', '18.8', 'Pizza Studio', '11 W Washington St', ' Ste 120', '7ge2DIxgQAl20_wr4yUgsA', 'Restaurants; Pizza']
['www.Tasty Pot.com', '59', '3.5', '33', '25.9', 'Tasty Pot', '550 Hwy 7', ' Ste E61', 'lq7dyDNXtg6O7oZLTnOIPQ', 'Food; Bubble Tea; Hot Pot; Restaurants; Taiwanese']
['www.RA Sushi.com', '16', '3.5', '356', '24.8', 'RA Sushi', '13802 N Scottsdale Rd', ' Ste 176', 'p81LV6y6Jxz_q_3HL06jOw', 'Restaurants; Japanese; Bars; Sushi Bars; Nightlife']
['www.Pearl Sushi Lounge & Bomber Bar.com', '2', '3.5', '68', '20.6', 'Pearl Sushi Lounge & Bomber Bar', '2040 S Alma School', ' Ste. 3', 'MMmhmJgq-uJLlrFx1Ar0Mw', 'Sushi Bars; Restaurants']
['www.Super Chunk Sweets & Treats.com', '91', '4.5', '90', '25.6', 'Super Chunk Sweets & Treats', '7120 E 6th Ave', ' Ste 19', 'WtmNaLkPsJTuDoW-kieY9w', 'Desserts; Food; Ice Cream & Frozen Yogurt; Sandwiches; Specialty Food; Coffee & Tea; Grocery; Restaurants; Bakeries']
['www.Rush Espresso Cafe and Wine Bar.com', '30', '4.0', '235', '21.1', 'Rush Espresso Cafe and Wine Bar', '14825 Ballantyne Village Way', ' Ste 135', 'uejutOD4_-IUaY5cKkpezg', 'Coffee & Tea; Bars; Internet Cafes; Cafes; Wine Bars; Breakfast & Brunch; Nightlife; Restaurants; Food']
['www.Mucho Burrito.com', '13', '3.5', '49', '14.8', 'Mucho Burrito', '30 Famous Avenue', ' Unit 141 B', 'zrcs31Gt6HuWX_RCWW-mCQ', 'Mexican; Restaurants']
['www.Pizza Pizza.com', '38', '1.5', '3', '18.0', 'Pizza Pizza', '800 Steeles Avenue W', ' Unit C-01', '5h4lJTL1SDoRR6FMxnQ7xA', 'Chicken Wings; Fast Food; Pizza; Restaurants; Italian']
['www.A Bar and Kitchen.com', '91', '4.0', '124', '19.7', 'A Bar and Kitchen', '850 Euclid Ave', ' Ste 110', 'uSRgegdEFHHasT5BbRkcFA', 'Bars; Restaurants; American (Traditional); Food; Nightlife; American (New); Beer; Wine & Spirits; Sports Bars']
['www.Tortas El Tri.com', '82', '3.5', '9', '22.8', 'Tortas El Tri', '2837 N 75th Ave', ' Ste 6', 'e4iYJVyoUAKlitSnxjgwbg', 'Mexican; Restaurants']
['www.Ai Sushi.com', '17', '4.0', '58', '26.1', 'Ai Sushi', '10650 leslie Street', ' Unit 1', 'A7h3Ry1XEwRHEZ-x2_U9lg', 'Sushi Bars; Restaurants; Japanese']
['www.Ras Hookah.com', '88', '3.5', '3', '23.7', 'Ras Hookah', '4780 W Tropicana Ave', ' Ste 106', 'O1VAzQBO-HwPFAyrXtGKAw', 'Ethiopian; Restaurants; Nightlife; Bars; Hookah Bars']
['www.Pizza Pit.com', '15', '3.5', '46', '29.4', 'Pizza Pit', '1954 S Dobson Rd', ' Ste 5', 'kkXTjzgAOL93TFtz9waTPw', 'Breakfast & Brunch; Pizza; Buffets; Restaurants']
["www.Jimmy's of Chicago.com", '70', '2.5', '76', '12.7', "Jimmy's of Chicago", '884 E Williamsfield Rd', ' Ste 102', 'THsU2vYT1sYm9amz9d0e4A', 'Nightlife; Sandwiches; Restaurants; Bars; Pizza; Italian; Sports Bars']
["www.Rito's Mexican Food - Crown.com", '49', '4.0', '28', '17.8', "Rito's Mexican Food - Crown", '5813 N 7th St', ' Ste 135', 'ayAe3Ap3lN2tPwkfKDLeuA', 'Mexican; Restaurants']
["www.Barro's Pizza.com", '38', '3.5', '119', '25.3', "Barro's Pizza", '15440 N 7th St', ' Ste 13', '7EtiFdHnoWwvC-8m8ixC1g', 'Pizza; Restaurants; Sandwiches; Italian']
["www.Barro's Pizza.com", '26', '4.0', '31', '22.5', "Barro's Pizza", '825 W Baseline Rd', ' Ste 101', 'QBLl3bVLWZB4-jS-O_MKug', 'Restaurants; Pizza']
['www.Firehouse Subs.com', '37', '3.5', '37', '14.5', 'Firehouse Subs', '1616 S Stapely Dr', ' Ste 101', 'RFj91Y9mk2d824QyD9JTzA', 'Fast Food; Sandwiches; Restaurants; Delis; American (Traditional)']
['www.The Landings.com', '44', '3.5', '81', '23.0', 'The Landings', '3500 Executive Terminal Dr', ' Ste 200', 'mxQaRW6HZxXcvHSo31H-Yw', 'Bars; Nightlife; American (Traditional); American (New); Restaurants']
["www.Stevie's New York Style Pizza.com", '5', '4.0', '161', '16.4', "Stevie's New York Style Pizza", '20210 N 59th Ave', ' Ste 102', 'qEhTuDSCCMdI8Jj6sD6rRQ', 'Pizza; Restaurants; Italian; Food; Salad; Food Delivery Services']
['www.La Empanada Cafe.com', '24', '4.0', '5', '16.2', 'La Empanada Cafe', '4000 Steeles Avenue W', ' Unit 16', 'oQBaJYzTsh_jVnMfbRi_bQ', 'Argentine; Restaurants; Cafes']
['www.Dostana Indian Cuisine.com', '20', '3.5', '3', '26.4', 'Dostana Indian Cuisine', '15 Royal Vista Place NW', ' Suite 122', 'HpT0pKeu-HeBtjxkrqxv8w', 'Fast Food; Restaurants; Indian']
['www.Embers.com', '72', '4.0', '156', '22.2', 'Embers', '740 S Rampart Blvd', ' Ste 7', '6MpOzb5ImLdDXHsn4HwI-Q', 'Bars; Steakhouses; American (New); Cocktail Bars; Nightlife; Restaurants']
['www.Chickpeas Mediterranean Cafe.com', '6', '4.0', '54', '24.0', 'Chickpeas Mediterranean Cafe', '6375 S Rainbow Blvd', ' Ste 101', '4eiQMRAP1eDWNK1QMpzT5w', 'Mediterranean; Restaurants']
['www.Bowlology.com', '84', '4.0', '91', '29.9', 'Bowlology', '4680 Maryland Pkwy', ' Ste 102', '1diuAK7FMn93WxlK-ndJhA', 'Restaurants; Food; Poke; Acai Bowls; Gluten-Free; Juice Bars & Smoothies; Vegan']
['www.Poke Express.com', '59', '5.0', '543', '12.0', 'Poke Express', '655 W Craig Rd', ' Ste 118', 'ewmTwsZqCHH2gvCeDKz0dw', 'Restaurants; Food; Poke; Hawaiian; Specialty Food; Ethnic Food']
['www.Great Harvest Bread.com', '84', '4.0', '100', '13.1', 'Great Harvest Bread', '1730 E Warner Rd', ' Ste 1', 'Ue4wtaeyhPKvdkXlULimCw', 'Coffee & Tea; Bakeries; Restaurants; Food; Sandwiches']
['www.Chipotle Mexican Grill.com', '47', '2.5', '46', '19.5', 'Chipotle Mexican Grill', '365 Hughes Center Dr', ' Unit 140', '2GzQ1Cc7eDWhKrqNAR1kAA', 'Restaurants; Mexican; Fast Food']
['www.CoreLife Eatery.com', '54', '4.0', '30', '21.6', 'CoreLife Eatery', '2870 W Market St', ' Ste A', 'yn4MxWK75SY4dtApoE6Bmg', 'American (New); Salad; Restaurants; Gluten-Free']
['www.Aristocrat BBQ & Noodle House.com', '89', '3.0', '7', '26.3', 'Aristocrat BBQ & Noodle House', '9440 W Sahara Ave', ' Ste 175', 'WZkBbxwAR2fZWVIo8zKtnw', 'Restaurants; Food; Filipino; Barbeque']
['www.Maui Wowi Hawaiian.com', '10', '4.5', '11', '15.7', 'Maui Wowi Hawaiian', '2080 E Williams Field Rd', ' Ste 103', 'LHYFHwPo1hKp8plKsMPXmA', 'Contractors; Home Services; Food; Coffee & Tea; Juice Bars & Smoothies; Hawaiian; Restaurants']
["www.Macedo's Deli & Pizza.com", '49', '3.5', '12', '10.5', "Macedo's Deli & Pizza", '1614 N Higley Rd', ' Ste 101', '5IuHYWNho-eihKPc_L235A', 'Restaurants; Pizza; Delis']
['www.Crisp Greens.com', '43', '4.0', '62', '17.8', 'Crisp Greens', '250 S Arizona Ave', ' Ste 4', 'DBgzDMacCKux25bA2tr15A', 'American (New); Coffee & Tea; Restaurants; Salad; Food; Juice Bars & Smoothies']
['www.Windy City Beefs N Dogs.com', '65', '4.5', '355', '28.4', 'Windy City Beefs N Dogs', '7500 W Lake Mead Blvd', ' Ste 10', 'WmLTIN4qzZ8SjpPxsPH27Q', 'Restaurants; Hot Dogs; Food']
['www.Sure Win Cafe.com', '6', '2.5', '3', '20.3', 'Sure Win Cafe', '3833 Midland Avenue', ' Unit  9E', 'qftPq-opqmbs1BKtRj3SgA', 'Cafes; Food Court; Restaurants; Chinese']
['www.Dairy Queen.com', '94', '3.5', '3', '24.6', 'Dairy Queen', '722 85 Street SW', ' Suite 115', 'HzLaHgPQsHFjuTP5zWzwyQ', 'Fast Food; Restaurants; Ice Cream & Frozen Yogurt; Food']
['www.Health Gourmet.com', '93', '2.0', '53', '10.6', 'Health Gourmet', '3278 Midland Avenue', ' Suite D120-D125', 'yYL95YmG-2lI33G9ZLseyQ', 'Restaurants; Chinese']
['www.Baja Fresh.com', '78', '3.0', '48', '15.5', 'Baja Fresh', '8780 W Charleston Blvd', ' Ste 100', 'h_-KUSA612pFEIGC_dCsKQ', 'Restaurants; Mexican']
['www.Firehouse Subs.com', '78', '2.5', '39', '13.3', 'Firehouse Subs', '5225 W Baseline Rd', ' Ste 102', 'NxZIySJr3DjROJBkl_KaEg', 'Burgers; Sandwiches; Restaurants; Italian']
["www.Alfonso's Mexican Food.com", '16', '4.0', '34', '25.8', "Alfonso's Mexican Food", '3140 S Gilbert Rd', ' Ste H3', 'F4ABp0NMlkpZWxepU0U5wQ', 'Restaurants; Mexican']
['www.Love of Chocolate.com', '96', '4.0', '27', '24.9', 'Love of Chocolate', '1820 W Northern Ave', ' Ste 140', 'IaDZzKbU-5qyU2wVxukLiQ', 'Bakeries; Restaurants; Coffee & Tea; Breakfast & Brunch; Food']
["www.Hussong's Cantina Boca Park.com", '97', '3.5', '450', '14.8', "Hussong's Cantina Boca Park", '740 S Rampart Blvd', ' Ste 7', 'N5CL5HLS6lyltw-OjjBrOw', 'Bars; Nightlife; Restaurants; Vegan; Mexican']
['www.Kura Sushi.com', '56', '4.0', '81', '14.2', 'Kura Sushi', '405 Britannia Road E', ' Unit 110', '8Lpoyo7RHWZrHlQW2JM2wQ', 'Noodles; Restaurants; Japanese; Sushi Bars; Asian Fusion']
['www.A18.com', '93', '4.5', '10', '14.0', 'A18', '5115 Spring Mountain Rd', ' Ste 228', 'okt14l6s4BDtpY0N7Kkg-g', 'Sushi Bars; Nightlife; Karaoke; Izakaya; Restaurants; Asian Fusion; Japanese; Korean']
['www.Edo Japan.com', '93', '3.5', '7', '18.7', 'Edo Japan', '19489 Seton Circle SE', ' Suite 404', 'KrzpUCpmAnHZV8gYDX3bWA', 'Restaurants; Japanese; Asian Fusion; Sushi Bars']
['www.Superpig Chinese BBQ Restaurant.com', '87', '3.0', '13', '17.6', 'Superpig Chinese BBQ Restaurant', '50 Bur Oak Avenue', ' Unit C-6', 'WiLKkmQu_dlTaAxEObG7lg', 'Chinese; Restaurants; Barbeque']
['www.Lucky Fish Sushi & Grill.com', '58', '3.5', '33', '16.1', 'Lucky Fish Sushi & Grill', '3400 S Jones Blvd', ' Ste 2', 'TFybLreUjQyx0zLq5tW7VA', 'Sushi Bars; Japanese; Korean; Asian Fusion; Restaurants']
['www.Broadway Restaurant.com', '94', '3.5', '3', '16.2', 'Broadway Restaurant', '324 Highway 7 E', ' Suite 7', 'Lysxmn9vKRvzwwUHGmKnjg', 'Chinese; Restaurants']
['www.Chipotle Mexican Grill.com', '78', '3.5', '26', '29.4', 'Chipotle Mexican Grill', '9821 Northlake Center Pkwy', ' Unit J', 'J_KS3M2kQmKlKUcAmlBGrA', 'Fast Food; Mexican; American (Traditional); Restaurants']
["www.Calico Jack's.com", '5', '1.5', '251', '23.9', "Calico Jack's", '6770 N Sunrise Blvd', ' Ste G109', 'Gq3OgSd5KflKuwNJmuWt7Q', 'Restaurants; Cajun/Creole; Mexican']
['www.Manna BBQ.com', '14', '4.5', '314', '17.1', 'Manna BBQ', '1135 Dobson Rd', ' Ste101', 'mRazvR_U11rLacnSM6vDBw', 'Bars; Nightlife; Restaurants; Korean; Barbeque']
['www.Rice n Noodle.com', '43', '4.0', '412', '24.5', 'Rice n Noodle', '7910 S Rainbow Blvd', ' Ste 105', 'czyhvf93Txsfxdxqcm16mA', 'Chinese; Restaurants; Noodles']
['www.Lamp Cafe.com', '28', '4.0', '36', '24.2', 'Lamp Cafe', '8900 E Pinnacle Peak Rd', ' Ste B1', 'PL3WCtkRCF2Q904YmMor-Q', 'Soup; Pizza; Sandwiches; Salad; Restaurants; Italian']
['www.Panda Express.com', '18', '3.0', '42', '20.9', 'Panda Express', '11010 Lavender Hill Dr', ' Ste 100', 'uTn8bL6sabHD2916u5mvkA', 'Fast Food; Restaurants; Food; Chinese; Bubble Tea']
['www.BBQ Cleaning Guru.com', '96', '4.5', '37', '13.8', 'BBQ Cleaning Guru', '7655 E Bell Rd', ' Ste 8', 'mfaf-I4VkcH1t4sQnRP4YQ', 'Home Cleaning; Appliances & Repair; Local Services; Shopping; Home & Garden; Restaurants; Appliances; Barbeque; Home Services']
['www.The Bistro.com', '19', '3.5', '3', '18.6', 'The Bistro', 'Courtyard Calgary Airport', ' 2500 48th Avenue NE', 'sLxS3AuGLnkPR9kM3IdPTA', 'Restaurants; Cafes']
['www.Sweet Daddy Cupcakes.com', '31', '3.5', '109', '15.8', 'Sweet Daddy Cupcakes', '1055 S Arizona Ave', ' Ste 7', 'GTYqGnll5iCyU35E7MU-4g', 'Local Flavor; Bakeries; Food; Cupcakes; Desserts; Restaurants']
['www.Armaan Taste of India.com', '29', '4.0', '58', '28.9', 'Armaan Taste of India', '9890 S Maryland Pkwy', ' Ste 18', '5eDg_Y2N6aU_k7tIxoFXTg', 'Pizza; Pakistani; Indian; Restaurants; Asian Fusion; Soul Food']
['www.Hot Bagels & Deli.com', '82', '3.5', '100', '12.9', 'Hot Bagels & Deli', '13706 W Bell Rd', ' Ste C18', 'tSv2nS4IaRsvMrPci3g1Ug', 'Breakfast & Brunch; Restaurants; Bagels; Delis; Food']
['www.Hakka Legend Asian Cuisine.com', '96', '3.5', '56', '13.7', 'Hakka Legend Asian Cuisine', '2058 Ellesmere Road', ' Unit 1', '7Gl_h0Dz4r3xEILhe6taNA', 'Asian Fusion; Restaurants']
['www.Lasagne Du Plateau.com', '2', '4.5', '7', '21.5', 'Lasagne Du Plateau', '5007', ' Avenue Du Parc', 'KrxYm1IcTdV6sVzZz5JprA', 'Italian; Comfort Food; Specialty Food; Food; Restaurants']
['www.Golden Dumpling.com', '68', '4.0', '4', '18.0', 'Golden Dumpling', '4271 Sheppard Ave E', ' Unit 11', 'z-RTeXHZ8PJCppRdCBuhAA', 'Restaurants; Chinese']
['www.Gritz Cafe.com', '72', '4.5', '455', '24.6', 'Gritz Cafe', '1911 Stella Lake', ' Ste 150', 'gOOc6MDdhw7fV0Tf30mfAQ', 'Southern; Restaurants; Breakfast & Brunch; Soul Food']
['www.Bulgogi Box.com', '34', '4.0', '128', '10.1', 'Bulgogi Box', '1750 Camden Rd', ' Ste 104', 'kNwfUukvLd3q38PX0QEDDQ', 'Restaurants; Barbeque; Korean']
['www.The Cracked Egg.com', '82', '3.5', '332', '19.7', 'The Cracked Egg', '5570 Painted Mirage', ' Ste 140', 'HFEkIohUqGIudgqbHiK1uA', 'Restaurants; Breakfast & Brunch']
['www.Golf Wing Virtual Golf & Restaurant.com', '32', '5.0', '8', '28.5', 'Golf Wing Virtual Golf & Restaurant', '7500 Woodbine Avenue', ' Unit G', 'lX553YVMOt46NAaQyhNf7w', 'Korean; Bars; Sports Bars; Restaurants; Nightlife; Asian Fusion; Golf; Active Life']
["www.Cora's.com", '38', '3.5', '32', '29.1', "Cora's", '255 5th Avenue SW', ' Suite 147', '3NqH8MHfrjRrmo2kSYMupA', 'Breakfast & Brunch; Restaurants']
['www.O My Rice.com', '30', '2.5', '63', '22.6', 'O My Rice', '5840 W Craig Rd', ' Ste 110', 'kZ-ytO1SysT7mWchxwguZw', 'Restaurants; Juice Bars & Smoothies; Hawaiian; Asian Fusion; Food']
['www.China a Go Go.com', '32', '3.5', '150', '19.8', 'China a Go Go', '505 E Windmill Ln', ' Ste D', 'QpOAv584eb-ecG4TLEm95g', 'Chinese; Restaurants']
["www.Uncle Tetsu's Japanese Cheesecake.com", '60', '3.5', '37', '10.8', "Uncle Tetsu's Japanese Cheesecake", '65 Front Street W', ' Unit 222', 'TWHHpmnVE3-Y9tL5itxpVg', 'Restaurants; Japanese']
['www.Richtree Natural Market Restaurants.com', '73', '2.0', '14', '25.1', 'Richtree Natural Market Restaurants', '14 Queen Street W', ' Toronto Eaton Centre', 'MsZO_V3RDETHL8q7RFCljg', 'Restaurants; Food; Canadian (New); Food Court; Breakfast & Brunch; Specialty Food; Beer; Wine & Spirits; Burgers; Cafeteria']
['www.Smashburger.com', '99', '3.5', '116', '24.2', 'Smashburger', '2904 S Santan Village Pkwy', ' Ste 104', 'yBkfQ4AZkjYUcZqi7cnrbA', 'Burgers; Food; Restaurants']
['www.A1 Pizza & Wings.com', '91', '3.5', '38', '28.0', 'A1 Pizza & Wings', '6514 W Bethany Home Rd', ' Ste 2', 'PnHSLvW8W6kHaHyzq1cacg', 'Chicken Wings; Pizza; Restaurants; Cheesesteaks; Fish & Chips']
['www.Dessert Guru.com', '64', '2.5', '7', '29.2', 'Dessert Guru', '29 Saint Joesph Street', ' Suite B', 'ln_sQpaOjtAW5bm5SIp6rw', 'Taiwanese; Desserts; Food; Cafes; Restaurants']
['www.Maplefields Champ Irving.com', '82', '4.0', '3', '21.3', 'Maplefields Champ Irving', '3 Spiegel Dr', ' Ste 3', '6029Vtm4LVYGPLm00htXrQ', 'Automotive; Convenience Stores; Food; Restaurants; Gas Stations; Fast Food']
['www.OEB Breakfast Co.com', '12', '4.0', '37', '16.6', 'OEB Breakfast Co', '2207 4 Street SW', ' Suite 110', 'scyxRX_kN6dVNbxEiqfXuA', 'Restaurants; Breakfast & Brunch']
["www.Papa Murphy's.com", '56', '3.5', '12', '16.6', "Papa Murphy's", '114 North Vine Street', ' Suite C', 'QtRgDAK6k0JELN2_hi0ayw', 'Restaurants; Pizza']
['www.San Gennaro Grill.com', '57', '3.0', '37', '14.8', 'San Gennaro Grill', 'The Venetian Resort Hotel Casino', ' 3355 Las Vegas Blvd. S', 'b24sTA2JkHB4joNlNkBkfQ', 'Restaurants; American (New); Sandwiches; Italian; Burgers']
['www.Flora House Cafe.com', '50', '4.5', '13', '26.9', 'Flora House Cafe', '6922 N 95th Ave', ' Ste 200', 'hI9DmHuE-hYF383FukhWXg', 'Restaurants; Coffee & Tea; Salad; American (New); Food; Desserts; Specialty Food']
['www.Shark Club Sports Bar & Grill.com', '10', '2.5', '146', '15.8', 'Shark Club Sports Bar & Grill', '10 Dundas St East', ' Suite 310', '7Cm5SCTu7LePBCXTUaEiwQ', 'Restaurants; Canadian (New); Nightlife; Sports Bars; Lounges; Bars']
['www.Park One Cafe.com', '34', '5.0', '8', '23.1', 'Park One Cafe', '2111 E Highland Ave', ' Ste 130', 'SZOvVtg0mGOQcNzzcH6Qow', 'Delis; Restaurants; Sandwiches; Breakfast & Brunch; Burgers']
['www.Block 9 Street Eats.com', '17', '4.0', '107', '15.6', 'Block 9 Street Eats', '10595 Discovery Dr', ' Ste 5', 'ow_E3Eni1CuRgSAto0RlNA', 'Thai; Restaurants']
['www.Presto Cafe - Henderson.com', '40', '4.0', '129', '20.3', 'Presto Cafe - Henderson', '19 S Stephanie', ' Ste140', 'mVyi_f4b1Ls_tnunL_aDkA', 'Breakfast & Brunch; American (New); Juice Bars & Smoothies; Food; Gluten-Free; Restaurants; Cafes']
['www.Rare.com', '4', '3.0', '18', '14.8', 'Rare', 'Toronto Eaton Centre', ' 220 Yonge Street', 'nwJtSIitg8wvlU9fKxLe6g', 'Sandwiches; Salad; Restaurants']
